"WorkoutType","WorkoutDescription","ExerciseDescription","Code","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes"
"Run","Keep it EASY. :)","Custom","Custom","0.75","","9/12/2016","","5953.97021484375","","",""," *09/12/2016 Emily Harvey: RPE 6-7 Legs are a little sore & lungs are on the struggle bus, but so so so thankful to be back out there*","0.750663316514757","2.20300006866455","","84","","","","","","0.818630269972761","55.34","","","","","","","","","","","","","","","","","","","",""
"Swim","-200 EASY w/u -4 x 75 (FIST, Catpaw, free) :10 RI -5 x 200 HOLD PACE w/ :30RI -200 EASY c/d","Custom","Custom","0.666666666666667","1554.47998046875","9/13/2016","","1700","","",""," *09/13/2016 Emily Harvey: RPE 6-7 Tightness along left side (rib up into bicep).  Of the 3, swimming is where I feel most tired after.  How in the world was I doing 3k+ meters before working all day and then doing a run afterwards??  Can't wait to be back at that fitness level... Trying to be patient...*","0.584522225062052","0.807643922146927","","30","","","","","","0.301194999240998","1.6","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","9/14/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Nice and EASY! Either outside or on Trainer","Custom","Custom","0.75","","9/15/2016","Purpose is build aerobic system by activating slow-twitch muscles and keeping HR down (z1 - z2).","","","",""," *09/15/2016 Emily Harvey: RPE 2 Easy spin on the trainer - felt good, but my booty isn't used to being in the saddle after so much time off*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","-200 EASY w/u -3 x 100 (25 EASY, 50 EASY, 25 EASY) -12 x 50 HOLD PACE w/ :15RI -200 kick with fin -200 (25 hard, 75 EASY, 25 HARD, 75 EASY) -200 EASY c/d","Custom","Custom","0.666666666666667","1554.47998046875","9/16/2016","","1725","","",""," *09/16/2016 Emily Harvey: RPE 6-8 Felt better, but still tough!  My watch gave me an extra 25 m on one of my 50s haha!*","0.569034167395698","0.841789454061719","","31","","","","","","0.313942866710158","1.76","","","","","","","","","","","","","","","","","","","",""
"Run","EASY. Get into nice rhythm and enjoy the run.","Custom","Custom","1","","9/17/2016","","7523.02001953125","","",""," *09/17/2016 Emily Harvey: RPE 7-8 Legs felt good, but had to walk a few times to get my heart rate down.  A little hot & should've taken water with me, but I fought through it!*","1.00012919108073","2.08899998664856","","80","","","","","","0.768190847159935","65.43","","","","","","","","","","","","","","","","","","","",""
"Other","","","","","","9/18/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","1","","9/18/2016","","16535.5390625","","",""," *09/18/2016 Emily Harvey: RPE 2 Great ride on my road bike - starting to feel more confident again*","1.01680474175347","4.51700019836426","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","Keep it EASY and end with 4 x Pickups: 20 sec increasing speed from 60%-90%, maintaining form and increasing turnover. Then aerobic pace for about 30 sec then repeat.","Custom","Custom","0.75","","9/19/2016","","6144.83984375","","",""," *09/19/2016 Emily Harvey: RPE 6-7 Legs just a teeny but sore, still the kings making the runs tough!* *09/19/2016 Emily Harvey: PS omg your puppy!!!*","0.756216634114583","2.25699996948242","","85","","","","","","0.844948983151098","59.38","","","","","","","","","","","","","","","","","","","",""
"Swim","1 x 200 w/u 6 x 100 w/fin (breath by 25s: 3, 5, 7, 3) 3 x 300 steady swim on 6:00 (descending 1-5 this means start easy and increase each 300) 1 x 200 w/d","Custom","Custom","0.666666666666667","1737.35998535156","9/20/2016","","1900","","",""," *09/20/2016 Emily Harvey: RPE 6-8 Breathing by 7s = so hard!  Didn't quite descend on the 3rd 300 & had to rest a little between the 300s, but I got them done... wasn't sure if I'd even be able to do 1 300 under 6:00, so I'm happy.  Feel like I might be doing something funky with my left arm on the pull...*","0.624817502763536","0.844379896292372","","30","","","","","","0.314920025988703","1.95","","","","","","","","","","","","","","","","","","","",""
"Run","EASY. Get into nice rhythm and enjoy the run.","Custom","Custom","1","","9/21/2016","","7547.56982421875","","",""," *09/21/2016 Emily Harvey: RPE 6 My pace was slow, but I was able to run the full hour with no walk breaks - that's a win, right?!*","1.00022942437066","2.09599995613098","","82","","","","","","0.767822483398725","65.35","","","","","","","","","","","","","","","","","","","",""
"Custom","","Custom","Custom","","","9/21/2016","","","","",""," *09/21/2016 Emily Harvey: Massage felt sooooooooooooooooooooooooooooo good!!!!!*","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","0.75","","9/22/2016","","","","",""," *09/22/2016 Emily Harvey: RPE 2  Nice & easy spin on the trainer*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","-400 EASY w/u -300 PB&P  -200 Kick w/fin on back -100 25 EASY, 25 build, 25 EASY, 25 build -3 x 300 MOD, :30 RI -100 EASY c/d","Custom","Custom","0.75","1828.80004882813","9/23/2016","","2000","","",""," *09/23/2016 Emily Harvey: RPE 6-7 Tough set for me right now.  The kick on back really hurt my neck - not sure if it's because my neck is weak or if it's the bulging disc that's angry when I was doing that drill...*","0.705815281867981","0.786847064470314","","30","","","","","","0.293453168366677","1.78","","","","","","","","","","","","","","","","","","","",""
"Run","EASY. Get into nice rhythm and enjoy the run.","Custom","Custom","1","","9/24/2016","","8270.2900390625","","",""," *09/24/2016 Emily Harvey: RPE 6-7 BY FAR the best I've felt on a run since I've been back!  No walking & kept a pretty steady pace!  :)*","1.0004052734375","2.2960000038147","","85","","","","","","0.85300172617291","80.6","","","","","","","","","","","","","","","","","","","",""
"Run","LOW HR! Run 9min, WALK 1 min","Custom","Custom","0.75","","9/24/2016","Ensure you eat after 1st run and give 5hours at least between runs.","6190.77001953125","","",""," *09/24/2016 Emily Harvey: RPE 6 Another good one today - body felt good!*","0.750220540364583","2.29200005531311","","82","","","","","","0.848141931174785","59.38","","","","","","","","","","","","","","","","","","","",""
"Other","","","","","","9/25/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","1","","9/25/2016","","16283.0595703125","","",""," *09/25/2016 Emily Harvey: RPE 2 nice & easy, but felt squirrelly today*","1.01189636230469","4.46999979019165","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","9/26/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","-15min EASY w/u -25min MODERATE, but sustainable -15min EASY c/d","Custom","Custom","0.916666666666667","","9/27/2016","","7637.60009765625","","",""," *09/27/2016 Emily Harvey: RPE 6-8 Left glute was sore, tight, or tired (?) when I started but pushed through it and it felt better as I kept going.  The moderate section was definitely the best pace I've kept for that amount of time since I've been back.  My legs have little random twitches now that I sat down - they are happy to be back in action!*","0.916789754231771","2.31399989128113","","84","","","","","","0.854890495630886","74.12","","","","","","","","","","","","","","","","","","","",""
"Swim","-200 EASY w/u -6 x 50 drill/swim by 25's drill = 1c pause w/snorkel -3 x 200 (descending 1-3) on 4:15 -4 x 50 HOLD Pace RI :20 -3 x 150 (descending 1-3) on 3:30 -8 x 25 HOLD pace RI :15 -3 x 100 (descending 1-3) on 2:10 -200 EASY c/d","Custom","Custom","1","2240.28002929688","9/28/2016","","2400","","",""," *09/28/2016 Emily Harvey: RPE 5-6 Definitely the best I've felt in the water since I've been back at it, but I can still tell that I'm weak in my arms/shoulders/upper body.  Really tried to focus on rotation and form tonight.  Sidenote: I'm mad at my watch cause I think it shorted me 50 meters.*","0.80337805642022","0.829622787802194","","30","","","","","","0.309379220540879","2.38","","","","","","","","","","","","","","","","","","","",""
"Run","LOW HR! Run 9min, WALK 1 min","Custom","Custom","1","","9/29/2016","","8259.5498046875","","",""," *09/29/2016 Emily Harvey: RPE 6 for the most part, 7 at times, then I'd back off a little.  Felt fantastic actually!  I'm really liking the 9 run & 1 walk thing - seems to be working well for me so far.  :)*","1.00088304307726","2.29200005531311","","83","","","","","","0.857206647882516","81.47","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","0.75","","9/30/2016","","","","",""," *09/30/2016 Emily Harvey: RPE 2-3 on the trainer, legs a little tired but otherwise good*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","EASY. Get into nice rhythm and enjoy the run.","Custom","Custom","1.25","","10/1/2016","","10243.2197265625","","",""," *10/01/2016 Emily Harvey: RPE 5 Lovely run, legs felt tired but pushed them to keep going, breathing felt easier today despite the fact that I woke up with a sore throat (taking airborne to try to fight anything off).  New podcast about an unsolved murder made the time fly by!  :)*","1.25023274739583","2.27600002288818","","85","","","","","","0.822150906817418","94.19","","","","","","","","","","","","","","","","","","","",""
"Run","LOW HR! Run 9min, WALK 1 min","Custom","Custom","1","","10/1/2016","Ensure you eat after 1st run and give 5hours at least between runs.","7680.75","","",""," *10/01/2016 Emily Harvey: RPE 5-6  That one felt harder, but I'm definitely getting used to these longer runs :)*","1.00035915798611","2.13299989700317","","82","","","","","","0.782660528974661","67.92","","","","","","","","","","","","","","","","","","","",""
"Other","","","","","","10/2/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","","","1","","10/2/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","LOW HR! Run 9min, WALK 1 min","Custom","Custom","0.75","","10/3/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","-400 EASY w/u -6 x 50 w/fin (6+3 drill, Free by 25s) :10 RI -15 x 100 (1st 5: PB&P, 2nd 5: PB only, 3rd 5 Swim) all on 2:15 -200 EASY c/d","Custom","Custom","1","2195","10/4/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","-15min EASY w/u -30min MODERATE, but sustainable -15min EASY c/d","","","1","","10/5/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","","","0.75","","10/6/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","LOW HR! Run 9min, WALK 1 min","","","1","","10/7/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","1","","10/8/2016","","","","",""," *10/08/2016 Emily Harvey: RPE 2 Inside on the trainer cause I wanted to watch Kona.  Still some nose blowing necessary, but overall feeling much better after that stupid cold.*","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","","","","","","10/9/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","EASY. Get into nice rhythm and enjoy the run.","Custom","Custom","1.5","","10/9/2016","","11721.330078125","","",""," *10/09/2016 Emily Harvey: RPE 5-6 Tight legs, had a few extremely brief moments that felt great, but mostly just slogged through it to get it done*","1.50023451063368","2.17000007629394","","81","","","","","","0.819366489053831","112.72","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","0.75","","10/10/2016","","","","",""," *10/10/2016 Emily Harvey: RPE 2 I'm sore from yesterday!    Light spin felt good!*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","Keep it EASY and end with 4 x Pickups: 20 sec increasing speed from 60%-90%, maintaining form and increasing turnover. Then aerobic pace for about 30 sec then repeat.","Custom","Custom","0.75","","10/11/2016","","5902.6298828125","","",""," *10/11/2016 Emily Harvey: RPE 4-5 Legs tight but ran through it*","0.75014885796441","2.18600010871887","","82","","","","","","0.82283679311528","55.91","","","","","","","","","","","","","","","","","","","",""
"Swim","-200 EASY w/u -4 x 50 Build :30 RI -100 EASY -2 x 400 (1st with snorkel and fin, 2nd PB&P) MODERATE effort on both -200 EASY","Custom","Custom","0.5","","10/12/2016","","1500","","",""," *10/12/2016 Emily Harvey: RPE 3-4 Felt pretty good.  Arms getting tired with pb&p - just gotta get stronger again!*","0.496506946335236","0.838920544157422","","29","","","","","","0.312871348942715","1.52","","","","","","","","","","","","","","","","","","","",""
"Run","Keep it EASY and end with 4 x Pickups: 20 sec increasing speed from 60%-90%, maintaining form and increasing turnover. Then aerobic pace for about 30 sec then repeat.","Custom","Custom","0.75","","10/13/2016","","6029.43017578125","","",""," *10/13/2016 Emily Harvey: RPE 5-6 Felt really good tonight even though legs were a little stiff*","0.750085245768229","2.23300004005432","","81","","","","","","0.845747796401962","59.03","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","10/14/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","EASY and end with 4 Pickups","Custom","Custom","0.5","","10/15/2016","","3962.63989257813","","",""," *10/15/2016 Emily Harvey: RPE 5-6 Kept it nice & easy and felt pretty good*","0.500336405436198","2.20000004768372","","82","","","","","","0.802671543164865","35.09","","","","","","","","","","","","","","","","","","","",""
"Run","Easy 5 min out, 5 min back. Get in TWO stride outs (15 second increase of speed to only about 75% effort level, then slow down, recover, then repeat)","Custom","Custom","0.16667","","10/16/2016","","","","","","","0.0833333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","10/16/2016","","21445","","",""," *10/16/2016 Emily Harvey: RPE = Everything hurts and I'm dying (jk, but not really).  I could tell that my fitness level was less than ideal today.  Felt really good (maybe too good) for the first 4.5+ miles, but by mile 5.5 or so I knew it was going to be a rough day.  I didn't stick to my plan of 9 walk/1 run for the first 39 minutes because I just felt so good I thought I could swing it without taking those walk breaks.  I guess I paid for it later though, because I ended up walking way more than I hoped.  Partially it was because my body just didn't want to keep going, but part of it was because my left glute was flaring up and my left knee was getting sore from the socket trim line.  I think that being out of training for the rib injury lead to my stump changing shape a little bit because I don't remember having that problem in CDA.  Anyways, there were things I could have controlled today that I didn't (like not walking as planned), and things I couldn't control so much, but I definitely got some more experience with having to dig deep and find mental toughness to keep moving through the pain.  Oh, I have a really pretty blister on my right 2nd toe too - I didn't even realize it until I took my sock and shoe off b/c I think all of my brain's pain response was directed to the left side of my body.  My friend Jessica met me about 1/2 mile from the finish line and helped me kick it to the finish line - so that was awesome.  All in all, I'm proud of myself for getting it done and know that I need to work harder on sticking to my game plan and being better about pacing myself on the front end so I don't tank on the back end.*","2.83924669053819","2.09800004959106","","72","","","","","","0.86107278514553","239.36","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","10/17/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","10/18/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","10/19/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","-400 EASY w/u -6 x 50 w/fin (6+3 drill, Free by 25s) :10 RI -15 x 100 (1st 5: PB&P, 2nd 5: PB only, 3rd 5 Swim) all on 2:15 -200 EASY c/d","","","1","2195","10/20/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","0.5","","10/21/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","","Custom","Custom","","","10/21/2016","","2400","","",""," *10/21/2016 Emily Harvey: RPE 5-6 Did yesterday's swim per our text convo yesterday.  :) It seemed harder than I thought it should, but I guess I really haven't been in the water that much recently.  Felt like I had weak arms, but didn't let them stop moving.*","0.814846668773227","0.817924822484753","","28","","","","","","0.305024842611346","2.31","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","10/22/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","","Custom","Custom","","","10/22/2016","","","","",""," *10/22/2016 Emily Harvey: RPE 2 Just rode the hybrid to drop of our ballots since it's nice outside*","0.666666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","Keep it EASY. :)","Custom","Custom","0.5","","10/23/2016","","3918.4599609375","","",""," *10/23/2016 Emily Harvey: RPE 6 Nice and cool this morning, so felt good!!*","0.500338880750868","2.17499995231628","","83","","","","","","0.798986557839943","34.77","","","","","","","","","","","","","","","","","","","",""
"Other","","","","","","10/24/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","-5min EASY w/u 95±5 rpm -5 x 30sec one legged @70rpm (each) -5 x 30 pickups, 30 sec EASY -1min MODERATE, 1min EASY -2min HARD, 2min EASY -3min HARD, 3min EASY -2min HARD, 2min EASY -1min HARD -EASY c/d until 45 min","Custom","Custom","0.75","","10/24/2016","Speed sessions can be done on trainer or outside preferably on a flat road. Make sure there's a difference between EASY, MODERATE and HARD!","","","",""," *10/24/2016 Emily Harvey: RPE 5-6 On the trainer - pushed it during the hard sets but tried to push just enough so I wasn't having to decrease intensity over the entire time*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","-300 w/u -200 PB&P -100 kick w/fin on back -Swim the following straight through with designated rest intervals, but increase intensity so that last 200 is hard.  25 :05RI 50 :10RI 75 :15RI 100 :20RI 125 :25RI 150 :30RI 175 :35RI 200 -3 x 300 all MOD effort :30RI (1st swim, 2nd PB only, 3rd PB&P) -100 EASY c/d","Custom","Custom","0.833333333333333","2286","10/25/2016","","2475","","",""," *10/25/2016 Emily Harvey: RPE ranged from 6-8 Felt really good until the 300 with pull buoy only - I'm just not good at that!  Kick on back still hurts my neck.  That said, this is by far the best and most competent I've felt in the water since coming back from the broken rib!*","0.863339167171054","0.796082054026792","","29","","","","","","0.296888669649707","2.26","","","","","","","","","","","","","","","","","","","",""
"Strength","","Custom","Custom","1","","10/26/2016","","","","",""," *10/26/2016 Emily Harvey: Only did 30 mins, but my legs are DEAD!*","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","Just get out and ride or stay indoors on Trainer. EASY pace to promote recovery!","Custom","Custom","0.5","","10/26/2016","","","","",""," *10/26/2016 Emily Harvey: RPE 2 Easy spin on the trainer!  I'm tired from that swim yesterday!  :)*","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","Keep it EASY. :)","Custom","Custom","0.5","","10/26/2016","","4137.06982421875","","",""," *10/26/2016 Emily Harvey: RPE 6 Felt good!!!*","0.500278896755642","2.29699993133545","","85","","","","","","0.856996123001461","40","","","","","","","","","","","","","","","","","","","",""
"Bike","-10min EASY w/u 95±5 rpm -5 x 30 pickups, 30 sec EASY -10 x Accelerations (20sec MAX, 1min EASY) -5min EASY -5 x 1min HARD, 2min EASY -EASY cool down until 55min","Custom","Custom","0.916666666666667","","10/27/2016","","","","",""," *10/27/2016 Emily Harvey: RPE 4 for easy, 8 for hard sections.  My legs were crying but I ignored them.*","0.916666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim","-300 Easy w/u -2 x 150 (FIST, Catpaw, Swim) :10 RI -4 x 200 on 4:00 -100 EASY -6 x 100 on 2:00 w/snorkel and fin -200 EASY c/d","Custom","Custom","0.833333333333333","2103.1201171875","10/28/2016","","2300","","",""," *10/28/2016 Emily Harvey: RPE 7-8 Swam through cramp in my foot when I put the fin on & didn't feel as good overall as the other day, but swam the distance (timing was a little off on the 200s)* *10/28/2016 Emily Harvey: RPE 7-8 Swam through cramp in my foot when I put the fin on & didn't feel as good overall as the other day, but swam the distance (timing was a little off on the 200s)* *10/28/2016 Emily Harvey: RPE 7-8 Swam through cramp in my foot when I put the fin on & didn't feel as good overall as the other day, but swam the distance (timing was a little off on the 200s)*","0.773117780155606","0.826180881887026","","30","","","","","","0.308093147605147","2.26","","","","","","","","","","","","","","","","","","","",""
"Run","NO timing or pacing equipment! Just go out and try and run around 45min. :)","Custom","Custom","0.75","","10/28/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","-5min EASY w/u 95±5 rpm -5 x 30sec one legged @70rpm (each) -3 x (15min Tempo (Sub LT) MOD-HARD, 3min EASY","Custom","Custom","1.06666666666667","0","10/29/2016","","","","",""," *10/29/2016 Emily Harvey: RPE 6 Shew, that one got me!  Knee did ok*","1.06666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","","Custom","Custom","","","10/29/2016","","","","",""," *10/29/2016 Emily Harvey: RPE 4-5, but on the struggle bus cause my left glute is still so sore from all those lunges and my left knee was bothering me today*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day Off","","","","","","10/30/2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike","-10min EASY w/u -5 x 30 sec Pickups, 30sec EAY Do the follow max to falure... -10 sec MAX, 50 sec EASY -20 sec MAX, 40 sec EASY -30 sec MAX, 30 sec EASY -40 sec MAX, 20 sec EASY -50 sec MAX. 10 sec EASY -5min EASY -10 sec MAX, 50 sec EASY -20 sec MAX, 40 sec EASY -30 sec MAX, 30 sec EASY -40 sec MAX, 20 sec EASY -50 sec MAX. 10 sec EASY -5min EASY -5min Tempo (at sub-Threshold) -5min EASY","Custom","Custom","0.75","","10/31/2016","","","","",""," *10/31/2016 Emily Harvey: RPE 7-9 That was a booty kicker!  On the trainer, feel it in my legs already :)*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run","30-45min run with either Benny or by yourself - your call! Effort should be whatever you'd like. It's your run!","Custom","Custom","0.75","","10/31/2016","","6303.6201171875","","",""," *10/31/2016 Emily Harvey: RPE 6 Lovely evening for a run at a little faster pace than I've been doing*","0.750215521918403","2.33400011062622","","85","","","","","","0.869025389088239","62.32","","","","","","","","","","","","","","","","","","","",""
